name,image_id,confidence,xmin,ymin,xmax,ymax
holothurian,000386.xml,0.006279601715505123,1021,677,1172,758
echinus,000386.xml,0.1825481355190277,3242,869,3404,1004
echinus,000386.xml,0.08206535875797272,3316,863,3448,962
echinus,000386.xml,0.07489731907844543,2651,2029,2828,2155
echinus,000386.xml,0.06737606227397919,1619,997,1745,1108
echinus,000386.xml,0.050856780260801315,3241,897,3351,996
echinus,000386.xml,0.05055873468518257,3254,857,3430,994
echinus,000386.xml,0.019664926454424858,3270,867,3375,961
echinus,000386.xml,0.01865922287106514,934,1636,1140,1858
echinus,000386.xml,0.01724654994904995,3337,869,3442,954
echinus,000386.xml,0.012575778178870678,2615,2019,2839,2154
echinus,000386.xml,0.009695526212453842,174,1391,430,1579
echinus,000386.xml,0.008878905326128006,3239,891,3361,1005
echinus,000386.xml,0.007479370106011629,2346,2080,2526,2157
echinus,000386.xml,0.006310132332146168,1791,1251,1990,1384
echinus,000386.xml,0.005267527420073748,3244,857,3437,1016
echinus,000386.xml,0.004840348847210407,3278,862,3390,955
echinus,000386.xml,0.004705164581537247,1622,1000,1742,1105
echinus,000386.xml,0.004630818497389555,280,1325,363,1385
echinus,000386.xml,0.004147800151258707,2814,434,2953,522
echinus,000386.xml,0.0040428414940834045,952,1617,1164,1835
scallop,000386.xml,0.9959291219711304,2602,1282,2779,1431
scallop,000386.xml,0.976184070110321,3041,1434,3267,1608
scallop,000386.xml,0.9736341238021851,2135,1168,2297,1286
scallop,000386.xml,0.971339225769043,2084,878,2227,989
scallop,000386.xml,0.8880813717842102,3265,1056,3482,1187
scallop,000386.xml,0.5621265172958374,2298,1170,2437,1268
scallop,000386.xml,0.5210237503051758,2613,1686,2798,1887
scallop,000386.xml,0.3350873589515686,1425,1113,1543,1206
scallop,000386.xml,0.28620707988739014,2923,1725,3091,1899
scallop,000386.xml,0.2716515064239502,1157,1184,1272,1297
scallop,000386.xml,0.15744158625602722,2858,1193,3034,1331
scallop,000386.xml,0.1551317274570465,2136,1165,2297,1264
