name,image_id,confidence,xmin,ymin,xmax,ymax
holothurian,000386.xml,0.0038978049997240305,195,1170,426,1306
echinus,000386.xml,0.002541848225519061,180,1387,417,1588
echinus,000386.xml,0.0018818741664290428,2670,2033,2821,2158
echinus,000386.xml,0.0013636620715260506,2353,2088,2498,2157
scallop,000386.xml,0.9946392774581909,2601,1280,2779,1438
scallop,000386.xml,0.9822829365730286,3039,1435,3256,1609
scallop,000386.xml,0.9783016443252563,2087,880,2227,988
scallop,000386.xml,0.9639407992362976,2138,1166,2299,1280
scallop,000386.xml,0.7241963148117065,2300,1164,2448,1271
scallop,000386.xml,0.6092881560325623,2615,1687,2830,1889
scallop,000386.xml,0.5933501124382019,1159,1190,1263,1296
scallop,000386.xml,0.35363441705703735,2943,1333,3133,1484
scallop,000386.xml,0.18545755743980408,2904,1710,3090,1892
scallop,000386.xml,0.17344874143600464,1424,1115,1539,1213
scallop,000386.xml,0.12676969170570374,2132,1168,2303,1306
scallop,000386.xml,0.08190491795539856,3034,1430,3249,1588
scallop,000386.xml,0.06147760525345802,611,1055,690,1112
scallop,000386.xml,0.05073857679963112,3278,1060,3474,1186
scallop,000386.xml,0.050304435193538666,2950,1337,3147,1472
scallop,000386.xml,0.04788597673177719,2086,881,2223,986
scallop,000386.xml,0.0425412543118,2295,1164,2447,1268
scallop,000386.xml,0.041141264140605927,3049,597,3190,678
scallop,000386.xml,0.03918474167585373,2600,1281,2778,1441
scallop,000386.xml,0.03849828615784645,1989,959,2154,1093
scallop,000386.xml,0.03804019093513489,1151,1194,1258,1293
scallop,000386.xml,0.03628350421786308,2616,1692,2882,1900
scallop,000386.xml,0.028476189821958542,2267,1366,2352,1430
scallop,000386.xml,0.027766255661845207,2594,1677,3072,1915
scallop,000386.xml,0.024771152064204216,2858,1196,3053,1333
scallop,000386.xml,0.020082589238882065,1381,845,1458,918
scallop,000386.xml,0.019142627716064453,2892,1705,3088,1897
scallop,000386.xml,0.018001817166805267,2290,1167,2472,1359
scallop,000386.xml,0.017978563904762268,2139,1167,2299,1272
scallop,000386.xml,0.017058977857232094,2919,1333,3122,1502
scallop,000386.xml,0.013677064329385757,2331,646,2408,718
scallop,000386.xml,0.012388814240694046,1604,1652,1682,1719
scallop,000386.xml,0.010318450629711151,795,1019,846,1061
scallop,000386.xml,0.009668947197496891,3035,1440,3252,1611
scallop,000386.xml,0.008780069649219513,2944,1381,3066,1509
scallop,000386.xml,0.008142618462443352,2299,1159,2465,1276
scallop,000386.xml,0.007779483683407307,1422,1116,1538,1215
scallop,000386.xml,0.007539247162640095,1328,1721,1441,1816
scallop,000386.xml,0.007323288358747959,2654,1720,2921,1935
scallop,000386.xml,0.007297640200704336,616,1044,698,1112
scallop,000386.xml,0.006856766529381275,3097,1433,3222,1490
scallop,000386.xml,0.006820822134613991,1969,953,2194,1101
scallop,000386.xml,0.006723257713019848,1960,1436,2157,1585
scallop,000386.xml,0.0066161323338747025,2682,1690,3106,1898
scallop,000386.xml,0.006175975315272808,1317,1668,1476,1821
scallop,000386.xml,0.005708659533411264,602,1010,712,1116
scallop,000386.xml,0.005688678473234177,2619,1687,2838,1894
scallop,000386.xml,0.0056097484193742275,1856,601,1905,642
scallop,000386.xml,0.005487438291311264,3049,598,3168,676
scallop,000386.xml,0.005207929294556379,1165,1191,1264,1297
scallop,000386.xml,0.005086594261229038,2094,1171,2303,1348
scallop,000386.xml,0.0050441850908100605,2975,1403,3057,1499
scallop,000386.xml,0.005022343713790178,2047,868,2238,1090
scallop,000386.xml,0.004562787711620331,1147,1197,1214,1290
scallop,000386.xml,0.004422424361109734,2929,1327,3214,1583
scallop,000386.xml,0.004267177544534206,3276,1065,3466,1187
scallop,000386.xml,0.004262799862772226,2925,1721,3091,1883
scallop,000386.xml,0.0042459131218492985,1286,1050,1352,1123
scallop,000386.xml,0.0040282197296619415,3115,687,3219,761
scallop,000386.xml,0.00398597726598382,1117,1178,1250,1281
scallop,000386.xml,0.003617617767304182,1311,1811,1399,1920
scallop,000386.xml,0.003581562777981162,2146,977,2239,1054
scallop,000386.xml,0.0032887847628444433,3016,1410,3227,1511
scallop,000386.xml,0.0032314832787960768,2302,1198,2461,1297
scallop,000386.xml,0.002966578584164381,2088,880,2228,989
scallop,000386.xml,0.0027753463946282864,2251,1370,2422,1557
scallop,000386.xml,0.0026957462541759014,1307,873,1362,916
scallop,000386.xml,0.002692092675715685,1385,850,1465,928
scallop,000386.xml,0.0026069050654768944,1881,960,1955,1014
scallop,000386.xml,0.0025210645981132984,2330,647,2406,703
scallop,000386.xml,0.002470380859449506,2948,1334,3119,1500
scallop,000386.xml,0.0023288712836802006,1674,1551,1756,1638
scallop,000386.xml,0.0020656429696828127,2261,1366,2353,1434
scallop,000386.xml,0.0020004757679998875,802,1018,855,1062
scallop,000386.xml,0.0019567806739360094,2858,1200,3063,1339
scallop,000386.xml,0.001803407329134643,1758,1499,1917,1640
scallop,000386.xml,0.0017049547750502825,638,1030,708,1099
